random_state,val_f1,val_precision,val_recall,val_roc_auc,run_id
1,0.5794078061911171,0.950855880728879,0.41664650375030243,0.9392728432397515,6924c776600346818901ca6b3937fafc
7,0.5737898465171193,0.9471046770601337,0.41156544882651824,0.9397864830745342,e38e5618a4a3401cbf8f8bbccee1d45e
21,0.5764427944650692,0.9525934188510876,0.413259133801113,0.9399237292466803,67f4287a2e254be3ba9645973948920c
42,0.5767676767676768,0.9479800774764804,0.4144689087829664,0.9394766617980232,3b8a9fbe9de04965a4063b60994df1a4
99,0.5779646761984861,0.9481236203090507,0.41567868376481976,0.939485819892819,c8d9e39edf8b4c7496b0596bf9ac43d1
